plate,review_reason_code,customer_meaning,reviewer_comments,status
PCPGA,7D,INITIAL OF FAMILY MEMBERS,PCP=DRUG,N
PUCKMME,3,"HOCKEY GOALIE, SPORTS FAN",SIMILAR TO FUCK ME,N
RARHUMR,1,THE TRUCK IS AN H3T HUMMER WHICH ARE RARE VEHICLES,"HUMMER CAN HAVE SEXUAL CONNOTATIONS, NO HUMMER ON ANI",N
RUCUMN2,1,ARE YOU COMING WITH US? THE PICK UP IS USED FOR TOWING A CAMP TRAILER MAINLY,"ARE YOU CUMMING TOO, SEXUAL",N
SANKYUU,2,THIS IS JUST AN INSIDE JOKE BETWEEN FRIENDS AND I.,SANK YOU?,N
SIGP22O,2,S=SECURE I=INTERNET G-GATEWAY P=PRODUCT 220=MODEL NUMBER. I'M A SUPPORT MANAGER AT JUNIPER NETWORKS HTTP://WWW.JUNIPER.NET/US/EN/PRODUCTS-SERVICES/SECURITY/SRX-SERIES/SR,PISTOL SIG SAUER P220,N
SIG X,2,SIGMA CHI,SIG SAUER X-SERIES,N
SITH559,2,SITH LORD FROM STAR WARS,AREA CODE FOR VISALIA,N
SIX GUN,2,MOVIE TITLE,GUN,N
SQURL 13,2,SQUIRREL 13,"13=GANG, NO 2013 ON ANI",N
TNTMECH,2,T AND T MECHANICAL,TNT,N
TNT1111,2,INITIALS AND LUCKY NUMBER,TNT,N
TPLEZ 69,1,1969 BUICK CONVERTIBLE,NO 69 ON ANI,N
TRE CE B,2,MOTOR TYPE,"TRE CE=TRECE, 13 IN SPANISH. NO 2013 ON ANI",N
WAGOO18,2,NICKNAME AND FAVORITE NUMBER,GANG,N
213HIKE,2,213 HIKING GROUP,AREA CODE LOS ANGELES,N
85 BLOWN,1,85 MUSTANG COUPE,"SEX, HAS 73 DATSON",N
88 MYLES,2,movie quote,88 HATE SYMBOL,N
Z$SHOOT,2,"MY NAME IS JEN Z, AND I AM A PROFESSIONAL PHOTOGRAPHER. WWW.JENZPHOTO.COM",shoot,N
AZIZ K,2,"MY NAME AND FIRST MIDDLE NAME , AND THERE IS A SPACE BETWEEN THEM.",NAZIZ,Y
KITTYDD,1,"MY KITTY'S NAME IS, KITTY DEE DEE .","KITTY, NO CAT CAR ON ANI",N
MR TZZE,7D,PLAYFUL MOOD,MR THIZZLE? DRUG,N
NVTANK,7D,NISSAN NV 3500 VAN AKA THE TANK,TANK,N
URALIAR,2,GRANDSON'S FAVORITE SAYING.,YOU ARE A LIAR,N
X1NG8NA,3,"CHINGONA, OR EXTRAORDINARY WOMAN",CHINGONA=BITCH,N
3SIXNIN,2,GOOD ENERGY TESLA QUOTE,"FUTURE AREA CODE (CUSTOMER MEANING IS TRUE, ITS PART OF A NIKOLA TESLA QUOTE)",N
STUNGUN,2,SHOCKER,GUN,N
KEYBNGR,1,PIANO KEYS,SEX,N
ALLIN13,2,,"13, GANG REFERENCE",N
BADASMM,3,BAD ASS MOM,BAD ASS,N
BLKKUTI,1,BLACK CAMARO,"CUTTY IS ANOTHER WORD FOR VAGINA, SEXUAL REFERENCE",N
CAPPNIT,2,MY LAST NAME IS CAPALBO AND MY NICK NAME IS CAP SO IT MEANS I AM JUST  BEING ME.,COULD BE A REFERENCE TO SHOOTING SOMEONE,N
CUZZ,2,,A WORD USED TO THE GANG CRIPS A LOT,N
CXS13,2,MY INITIALS AND FAVORITE NUMBER,"13, GANG REFERENCE",N
DIKSDRM,1,DICKS DREAM,"DICKS, SEXUAL REFERENCE",N
FN91SUX,3,91 FREEWAY SUCKS,FN CAN STAND FOR FUCKING AND SUCKS CAN BE OFFENSIVE TO SOME,N
FUNDU,2,"I'M A LOAN OFFICER AND FUND LOANS;  ""FUND U"" MEANING, I WILL FUND YOUR LOAN.","YOU, HOSTILE",N
GOTAB18,2,A SPECIFIC TYPE OF HONDA MOTOR. A B18 IS A  MOTOR IN THE SPECIFIC BSERIES CLASS OF  HONDA,"18, GANG REFERENCE",N
HILBLLE,4,HILLBILLY,DEROGATORY WORD FOR SOMEONE WHO LIVES IN THE MOUNTAINS,N
ICEKILR,2,ICE IS INTERNAL COMBUSTION ENGINE. KILR IS KILLER.  PLATE WILL BE ON AN  ELECTRIC CAR.,"KILLER, HOSTILE",N
IM5O,5,I TURNED 50 AND I'M LOVING IT,"5O, POLICE REFERENCE",N
KRABS72,2,,KRABS IS  A COMMON NAME FOR GANG MEMBERS OF THE GANG CRIPS,N
L8RBZS,3,LATER IM BUSY,BZ STANDS FOR BITCHES,N
MAGNUM4,1,MAGNUM TOURS VEHICLE NUMBER 4,COOULD BE TAKEN AS SEXUAL,N
MYSHARD,7d,SWORD FROM BRANDON SANDERSON'S STORMLIGHT ARCHIVE BOOK SERIES,"SHARD IS A REFERENCE TO A SMALL PIECE OF METH, DRUG REFERENCE",N
NAP554B,3,"NAPOLEON, 5 STRATEGIC RATING, 5 TACTICAL, 4 TACTICAL MAX, B LEADER EMPIRES IN ARMS GAME",THE B COULD STAND FOR BITCH,Y
OGBLKZ,2,,"OG, GANG REFERENCE",N
RKRAAK,7d,"MY FIRST INITIAL, AND LAST NAME","CRACK, DRUG REFERENCE",N
RTSMOKU,2,THE CAR IS AN RT CHALLENGER AND ITS SMOAK  GREY,"YOU, HOSTILE",N
SIMAMES,3,YES MOM,"CLOSE TO NO MAMES WHICH IS A VULGAR WAY OF SAYING ""YOU'RE KIDDING"" OR IN OTHER TERMS ""DON’T FUCK WITH ME""",N
SMOKDYU,2,FAST CAR,"YOU, HOSTILE",N
THOTLVR,3,GETTING A DEGREE IN PSYCHOLOGY. I LOVE TO  HEAR PEOPLES THOUGHTS AND WHAT GOES ON  IN THEIR MIND,"THOT STANDS FOR THAT HOE OVER THERE, OFFENSIVE",N
TWATSON,1,TROY WATSON  HUSBAND NAME,A TWAT IS ANOTHER WORD FOR VAGINA,N
TZNSGRL,1,TARZAN'S GIRL. BECAUSE MY GIRLFRIENDS  NAME IS JANE.,"SIMILAR TO TEASING GIRL, COULD BE TAKEN AS SEXAUL",N
UIOWA88,2,COLLEGE ATTENDED,"88, GANG REFERENCE",N
URBBDDY,2,"YOUR ""B"" BUDDY","YOU, HOSTILE",N
VBC13,2,,"13, GANG REFERENCE",N
WELITT,7d,WE ARE HAVING A FUN TIME,"LITT MEANS HIGH, DRUG REFERENCE",N
X2VIRGN,1,I LEFT SPACEX TO WORK FOR VIRGIN GALACTIC,"VIRGIN, SEXUAL REFERENCE",N
YOOLOSE,2,YOU LOSE,"YOU, HOSTILE",N
ZADDYAF,3,INSIDE JOKE,AF STANDS FOR AS FUCK,N
ZULUFKS,3,MILITARY TIME CODE -ZERO  MILITARY ODER - FRANKS,FKS CAN STAND FOR FUCKS,N
1SLAVEI,2,THE SHIP FLOWN BY BOBA FETT IN THE STAR  WARS MOVIES.,"SLAVE, HOSTILE AND OFFENSIVE",N
1TACO1,1,,"TACO, SEXUAL REFERENCE",N
69LUIE,1,"ITS THE YEAR OF MY VEHICLE , AND THE NICK  NAME OF MY CAR","69, SEXUAL REFERENCE",N
698,1,JUNE 1998,"69, SEXUAL REFERENCE",N
8HRGOOD,1,I LIVE A POSITIVE LIFESTYLE AND I ALWAYS WANT TO REMEMBER MY MANTRA OF ALL I NEED IS 8 HOURS OF GOOD POSITIVE ENERGY AND THE REST OF THE DAY WILL MANIFEST HAPPINESS.,"ARE HER GOOD, SEXUAL REFERECNE",N
88M5,2,1988 BMW M5,"88, GANG REFERENCE",N
YAYO1,7d,MY SON'S NICKNAME,YAYO IS ANOTHER WORD FOR COCAINE,N
HBCH,3,HUNTINGTON BEACH TOWER 20,HEAD BITCH,N
UBOOM2,2,,"YOU, HOSTILE",N
BBRELAX,1,MY INITIALS AND I LIKE TO RELAX BECAUSE IM  RETIRED,"BB COULD STAND FOR BAREBACK, SEXUAL REFERENCE",N
DGARAY,1,,THE D COULD STAND FOR DICK,Y
DJIBUTI,1,THE COUNTRY OF DJIBOUTI,"BOOTY, SEXUAL REFERENCE",N
FSHNADK,1,FISHING ADDICT,"SIMILAR TO FISHING A DICK, SEXUAL REFERENCE",N
IGWT9O9,2,,AREA CODE,N
QEEEENB,3,,THE B COULD STAND FOR BITCH,N
RNMF1,3,RAY NEFF METAL FAB 1,MF COULD STAND FOR MOTHER FUCKER,N
RNMF2,3,RAY NEFF METAL FAB 2,MF COULD STAND FOR MOTHER FUCKER,N
SLUGPUG,2,MY DOG,"SLUG CAN BE A WORD FOR BULLET, WEAPON REFERENCE",Y
ISQUIRT,1,ITS MY NICKNAME,SEXUAL REFERENCE,N
TARDS1,,"TIME AND RELATIVE DIMENSIONS IN SPACE (REFERENCE TO TV PROGRAM ""DR WHO"")",SHORT FOR RETARD,N
AL TACO,,AL'S TACOMA,TACO,N
AROD 18,,NICKNAME AND FOOTBALL NUMBER,18 HITLER REFERENCE,N
BAKUP DK,,NO TAILGATING,BACK UP DICK,N
BICHIN 79,,,BITCHIN,N
BLAKE B,,CHILDS NAME,BLAKE BITCH,N
BLAZE 2,,BLAZER STATION 2 SFFD,SMOKING REFERENCE,N
BOSS SM,,AM THE BOSS OF MY COMPANY AND MY INITIALS ARE SM.,???,Y
BSDAN,,BODY SHOP DAN. I MANAGE A BODY SHOP,BULLSHIT,N
BULL LIN,,MINE AND MY WIFE'S NICK NAMES BULL AND LINDA,BULLYING,N
BUTCH 68,,8L87514,ANOTHER TERM FOR A LESBIAN,N
B WIDOW 1,,MY BROTHER NAMED MY CAR BLACK WIDOW SINCE ITS A BLACK CHALLENGER AND SINCE THEN ITS BEEN KNOWN AS THAT.,DRUGS,Y
B373CA,,"THE MEANING IS RANDOM, I SAW THIS TYPE OF COMBO ON ANOTHER CAR AND LIKED THE WAY IT LOOKED. ALSO PLEASE MAKE IT SO THAT HE LETTERS AND NUMBERS ARE CENTERED ON THE PLATE.",LOOK A LIKE,N
CHGO SS,,CHICAGO SOUTHSIDE,CHANGO MONKEY OR BAD ASS,N
CHPO5O1,,CARLOS PINEDA MAY 1ST,CALIFORNIA HIGHWAY PATROL,N
CMR14SS,,"CAMARO 2014 SS, MAKE YEAR AND MODEL",14 GANG REFERENCE,N
COQS 62,,COQUI'S 1962 CHEVY IN MEMORY OF LATE HUSBAND,COCKS,N
CRLNDYE,,TO CURL AND DYE HAIR,DIE,N
DANK HOE,,MY NICKNAME AND TAHOE FOR MY TRUCK,HOE DANK WEED,N
DA SUCIA,,THE DIRTY CAR,DIRTY,N
D GATO,,DAMONS CAT,CAT,Y
DNKPONY,,"DAVID AND KEN'S PONY, AS IN MUSTANG",DONKY,N
DIRTYY D,,,DIRTY DICK,N
EATSHHT,,MY GARDEN COMPANY,EAT SHIT,N
ETYP 69,,"REPRESENTS THE CAR, A 1969 JAGUAR E TYPE",E TYPE 69 CAR,N
FRSH 88,,I HAVE A 1988 TOYOTA TRUCK. I THINK IT LOOKS NICE WITH ALL THE ORIGINAL PARTS.,88 HITLER REFERENCE,N
FS 88,,MY FIRST AND LAST NAME INITIALS AND MY FAVORITE NUMBER,88 HITLER REFERENCE,N
GO2HALE,,GO TO GUY - ME (MY LAST NAME),HGO TO HELL,N
H8EDBYU,,XBOX LIVE GAMER TAG CLAN,HATED BY YOU,N
H82STOP,,HATE TO STOP !!,HATE TO STOP,N
JEEPA69,,A VINTAGE JEEP A 1969 MODEL. THIS IS A JEEP JEEPSTER 1969 COMMANDO,JEEPS A 69,N
KODA B,,DOGS NAME,LOOKS LIKE KODA BITCH,N
LIKAPRO,,LIKE A PRO,LIKE A PRO COULD BE A SEXUAL REFERENCE,Y
LIK 2 HIT,,CHILDREN PLAYE BASEBALL AND LIKE TO BAT,LIKE TO HIT,N
LOOH SA,,LOOH IS A MUSICAL ARTIST IN THE NETHERLANDS.  SA IS HIS VOICE TYPE(SOPRANO AND ALTO),LOOKS  LIKE LOSER AND BACKWARDS SPELLS ASS HOLE,N
L8TER2U,,IM ALWAYS LATE SO ITS A MESSAGE SAYING I AM,LATER TO YOU,N
MA NEGRA,,MY BLACK TRUCK,LOOKS LIKE MY NIGGA,N
MNKY BZZ,,MONKEY BUSINESS,MONKEY,N
MRCTACO,,"MY LAST INITIAL, ABBREVIATION FOR TACOMA",TACO,N
M4 4 JESS,,MY CAR,M4 GUN,N
NBDYMVE,,NORTH BAY DAIMLER CAR MOVEMENT CAR CLUB,NOBODY MOVE NO BODY GET HURT,N
NUKEMOM,,NUCLEAR ENGINEERING MOM MY SON IS A NUCLEAR ENGINEER FOR OUR UNITED STATES NAVY,NUCLEAR,N
NUKES7 2,,MY NICK NAME. MY LAST NAME IS NEWCOMB AND THE CAR IS A 72 CHEVY.,NUCLEAR,N
NUT ONE,,GOLF SHOT,NUT,N
OFFMYBS,,FOR PEOPLE NOT TO HATE OR DISCRIMINATE,BULLSHIT,N
PEARLE B,,IT IS MY NAME,PEARLE B CUSTOMER NAME,N
PHUCIT1,,NAME OF OUR MOTORSPORT CLUB NAMED IN MEMORY OF OUR VIETNAMESE FRIEND,FUCK IT,N
PJ WOODY,,"MY NAME IS PATRICK WOOD AND THE CAR IM PUTTING IT ON IS A PT CRUISER, OLD SCHOOL WOODY STYLE",CUSTOMER NAME WOODY COOULD REFERENCE A PENIS,N
PUNCAKE,,MY LAST NAME MEANS PANCAKE IN GERMAN AND I LOVE TO MAKE PUNS.,VAGINA,N
RAMIT LA,,LOS ANGELES RAMS FOOTBALL TEAM SLOGAN - RAM IT,RAM IT,N
RERAFPP,,INITIALS OF FAMILY MEMBERS,PP FARE,N
RKCREPR,,ROCK CREEPER,CREEP,Y
ROJA 69,,RED IN SPANISH; BORN IN 69,69 SEXUAL REFERENCE,N
SANOV88,,ANNIVERSARY,88 HITLER REFERENCE,N
SEEZ 13,,NICKNAME AND LUCKY NUMBER,13 GANG REFERENCE,N
SIHANKY,,SHORTHAND OF NAME,PART OF CUSTOMERS FIRST AND LAST NAME HANKY SEXUAL REFERENCE,Y
SMOKY DG,,NICKNAME,SMOKY,Y
SPRBEEZ,,CAR MODEL,SUPER BZ,Y
STK 5OHH,,STOCK 5.0 MUSTANG,COPS,Y
SYCO LON,,MODEL OF MY TRUCK,PSYCHO,Y
S3MWFYB,,SHAWN ET MARIE WILL FOREVER YEARN BEYOND,MY WAY FUCK YOUR BITCH,N
TAKKCO,,,TACO,N
THE BIRR,,NICKNAME,THE CHILL OR THE BIRD AS IN THE FINGER,Y
THIS FOB,,"MY NICKNAME THAT I GREW UP WITH, THISFOB MEANS THIS PERSON",FRESH OFF THE BOAT,N
TSLA 88,,TESLA 88,88 HITLER REFERENCE,N
TT 4 MNT,,AUDI TT FOR MIKE AND TINA,TT BREAST,Y
TYS 5 OH,,TY IS MY NICK NAME AND 5 0H IS BECAUSE I HAVE A 5.0 GT MUSTANG,5 O COP,Y
UBYGASS,,YOU BUY GAS,LOOKS LIKE YOU BUY GASS? OR LOOKS LIKE YOU BIG ASS,N
U CUNT,,YOU CAN DO IT,YOU CUNT,N
USNB42O,,"USN = UNITED STATES NAVY B420 = IS MY NAVAL OCCUPATIONAL CODE, WHICH MEANS MY JOB DESCRIPTION",420 MARIJUANA,N
WHASIAN,,NICKNAME FROM MY FAMILY,ASIAN,N
WILLYZ1,,MAKE OF VEHICLE. ITS A WILLYS TRUCK,WILLY,Y
W9 MEUP,,WIND ME UP AND WATCH ME GO. A PHRASE,WIND ME UP,Y
XOTICKA,,EXOTIC BECAUSE IM A MIX RACE,EXOTICA,Y
XTRA ICE,,NICKNAME BECAUSE I ALWAYS ASK FOR EXTRA ICE,DIAMONDS OR DRUGS,N
XTZ,,"CAR IS A 280 ZX AND IS KNOWN AS A ""Z"" CAR. THE LETTERING IS A PLAY ON THE WORD, ""ECSTASY.""",ECSTACY,N
Z CHEEKY,,"Z IS CORVETTE MODEL, CHEEKY IS MY CAT'S NAME",2 CLOSE,N
1CA35OB,,"CALIFORNIA, 350 FOR THE LEXUS MODEL AND B FOR LAST NAME",1 CALIFORNIA 350 BITCH,Y
1 DAM 1,,MY INITIALS DEBORAH ANN MURRAY (DAM),DAMN,N
1 DOPE FX,,NICE FX35,DOPE,N
13SMK44,,FAMILY INITIALS AND NUMBERS,13 GANG REFERENCE AND SMOKE,N
2OO2A 69,,THIS CAR IS A 1969 BMW 2002,69 SEXUAL REFERENCE,N
4DIAZ14,,MY LAST NAME AND BIRTHDAY,14 GANG REFERENCE,N
69 SINS,,IT MEANS TAHT IT'S A 1969 CAMARO,69 SINS,N
714LJNN,,INITIALS AND BIRTHDATE,714 AREA CODE,N
81849ER,,818 IS MY AREA CODE AND 49ER IS MY FAVORITE FOOTBALL TEAM,818 AREA CODE,N
$2 RAGE,,RAGE AGAINST THE MACHINE IS A BAND THAT I LOVE!' ITS ONE OF MY FAVORITES,RAGE HOSTILE,N
14BOSS5,,DATE OF BIRTH OF SPOUSE AND MYSELF AND FIRST 4 LETTERS OF LAST NAME,14 GANG REFERENCE,N
OTIS 18,,OTIS COLLEGE OF ART AND DESIGN AT 2018 WHICH IS ITS 100TH BIRTHDAY,18 HITLER REFERENCE,N
LTS DOIT,,LETS DO IT,LETS DO IT COULD BE SEXUAL,N
BAILEY B,,NAME OF CHILD,BAILEY BITCH,N
BKICKER,,ITS THE NAME OF MY HOME INSPECTION COMPANY: BRICKKICKER,"KICKER OR LOOKS LIKE B, KICK HER",N
FUCCGRL,,FOR MY DAD,FUCK GIRL,N
FUKHLRY,,MY NICK NAME SINCE I WAS A KID,FUCK HILLARY,N
GT28R TT,,GARRETT GT28R TWIN TURBO,TT BREAST,N
HUMB AF,,ALVES FAMILY AND WE WERE FROM HUMBOLDT,HUMBLE AS FUCK,N
KIL BUGS,,PEST CONTROL.,KILL,N
TTS 23,,THRIFTY TREE SERVICE,LOOKS LIKE BREAST.. COMPANY NAME SERVICE INC THRIFT T,N
WHRRRR,,"WHRRRR"" IS THE SOUND THE TESLA MAKES AS IT SPEEDS UP.",WHORE,Y
916 RYDR,,"FROM THE 916 AREA CODE, I RIDE A MOTORCYCLE",916 RIDER,N
BYNATO,,"PHONETIC SPELLING FOR BALLENATO, WHICH IS SPANISH FOR CALF",NORTH ATLANTIC TREATY ORGANIZATION,N
D BABIES,,DAMASCUS BABIES,DA BABIES,N
JAKPZAK,,MY PLACE OF PEACE,JACK PROZACK,N
OSHOEYO,,MY NICKNAME,OSHOEYO,Y
HOUR 13,,friends band,13 GANG REFERENCE,N
JGW 88,,jeep grand wagoneer 1988,88 HITLER REFERENCE,N
K8888J,,wife intiial lucky number wife initial,88 HITLER REFERENCE,N
MADOG18,,nickname and fav #,18 HITLER REFERECCE,N
MIMIN1,,,SHOWS MONKEY WITH A BLACK MOM COMIC,N
OG SHAQ,,,OG ORIGINAL GANGSTER,N
PKFKPK,,family initials,FK LOOKS LIKE FUCK PK FK PK,N
REF BAM,,color make,RED,Y
RED VLV,,,RED,Y
R39 R30,,,LOOK A LIKE,N
THE BK,,the butchers kitchen,BK BLOOD KILLER,N
TO 18,,love life,18 HITLER REFERECCE,N
UGH WTH,,uncle  george has william to and henry,UGH WHAT THE HELL,N
9JVT14,,my initials anfd kids bday,14 GANG REFERENCE,N
STAYWAY,,,STAY AWAY,N
4N8DSK8,,4 nated skate,CAN NOT TRANSLATE,Y
F CHAN,,francis chan,F AS IN FUCK CUSTOMER NAME STARTS WITH AN F,N
BUMB13 B,2,REFERENCE TO TRANSFORMER BUMBLEBEE,13 = GANG NUMBER,N
B 2SWEET,3,BILLIE 2 SWEET,STAND ALONE B,N
CHVY 562,2,CHEVY 562 AREA CODE,562 = AREA CODE,N
D SHOT,1,NICKNAME,COULD HAVE SEXUAL CONNOTATION,N
ERIC 949,2,MY FIRST NAME AND MY AREA CODE,949 = AREA CODE,N
EVCTFAT,2,"EVICT YOUR FAT. CHANGING MY PERSPECTIVE TO BE MORE POSITIVE. FOCUS, AQUIRE, TRANSFORM",PULLED FOR FAT,Y
FA JAPA,2,FIRST INITIAL TO EVERYONE'S NAME IN MY FAMILY,JAPA MAY BE OFFENSIVE,N
HKS SS,2,HECTOR'S SS,PULLED F0R SS,Y
ILUVH8S,2,I LOVE HATERS,PULLED FOR H8 = HATE,N
JATT 916,2,NAME AND AREA CODE,916 = AREA CODE,N
KRACKN1,7D,MAKING LIFE HAPPEN (GET CRACKN),PULLED FOR CRACK,Y
LOL FYB,3,LAUGH OUT LOUD FOR YOUR BENIFIT,FYB = FUCK YOUR BITCH,N
OG LMTD,2,ORIGINAL LIMITED,PULLED FOR OG,N
OG SER,2,ORIGINAL SER,PULLED FOR OG,N
PIG SUR,5,HOME TOWN (BIG SUR) CHINESE ZODIAC SIGN,PULLED FOR PIG,N
RAPT KLR,2,"VEHICLE HAS A VINYL BODY WRAP AND IT'S FAST SO ITS A ""KLR"" RIDE",PULLED FOR KILLER,N
SHDWTNT,2,"NAME OF MY WINDOW TINTING BUSINESS, SHADOW TINT",PULLED FOR TNT,N
SHTRFUL,7D,PLATE IS FOR MY RV THAT I PLAN ON PURCHASING. IT IS A QUOTE FROM THE MOVIE CHRISTMAS VACATION. IT MEANS THAT THE HOLDING TANK FOR BLACK WATER IS FULL.,PULLED FOR HATER?,N
SLAMMIT,2,LOWERED VEHICLE,HOSTILE,N
SLAY S14,2,SLAY IS THE SLANG TERM FOR A REALLY CLEAN CAR AND THE MODEL OF MY CAR IS AN S14.,"SLAY, HOSTILE",N
SMIB357,2,BROTHERLY LOVE,357 = GUN,N
THESIX9,1,YEAR OF VEHICLE,PULLED FOR 69,Y
TTBBNTZ,1,TY TY BABY NIGHTS.,PULLED FOR TT,N
WAIFU AF,3,MY CAR IS MY JAPANESE WIFE,AF = AS FUCK,N
14STIXS,2,LEGAL NUMBER OF GOLF CLUBS ALLOWED IN A TOURNAMENT BAG,14 = GANG NUMBER,N
4JJBOSS,2,FOR JISELLE JUAREZ MY DAUGHTER; HER NICKNAME IS BOSSY.,PULLED FOR BOSS,Y
6BUSBY9,2,BUSBY IS THE NAME THAT MY TWO YOUNG CHILDREN HAVE DESIGNATED FOR MY TRUCK. 6 & 9 ARE MY ANGEL NUMBERS....6 REPRESENTS PARENTHOOD AND 9 REPRESENTS UNCONDITIONAL LOVE.,PULLED FOR 69,N
88 NMRK,2,NAM MYOHO RENGE KYO--THIS IS A PRAYER IN JAPANESE BUDDHISM THAT MEANS LOTUS SUTRA,88 = HATE NUMBER,N
9HQ O88,2,GOOD HEALTH,88 = HATE NUMBER,N
HA#HA B,3,NICKNAME: HAHA  LAST NAME: BUSHMIRE,STAND ALONE B,N
$MYSDIK,2,LOVE MY KIDS SPELLED BACKWARDS,"PULLED FOR DIK, VULGAR",N
RD&NECK,2,RED NECK,RED NECK,N
14CMC,2,COREY MICHAEL CLAYTON,14 = GANG NUMBER,N
MRSTNT,2,MARRIED INITIALS,PULLED FOR TNT,N
S14NOS,2,NO MEANING ON REG 17,14 = GANG NUMBER,N
D BLUBEL,1,THE BLUEBELL FLOWER,COULD HAVE SEXUAL CONNOTATION,Y
DEAD EZ,2,DEAD EZ,PULLED FOR DEAD,N
DRSQRTL,1,I'M GETTING MY PHD AND SQUIRTLE IS A NICKNAME THAT MY MOM GAVE ME.,COULD HAVE SEXUAL CONNOTATION,N
DUSSY 1,1,PART OF NAME,COULD HAVE SEXUAL CONNOTATION,N
POOH 115,2,LUCKY,"PULLED FOR POOH, VULGAR",N
TINY TNA,2,NICKNAME,TNA = TITS AND ASS,N
14 SACCO,2,ONE FOR SACCO (MY LAST NAME),14 = GANG NUMBER,N
4LOLA1O,2,NAME OF MY CAR AND LUCKY NUMBER,410 = AREA CODE,N
VIBR8ER,1,VIBRATOR,COULD HAVE SEXUAL CONNOTATION,N
AG GT5OH,3,"AG IS THE CHEMICAL ELEMENT NAME FOR SILVER, WHICH IS MY CARS COLOR. GT IS THE SUBMODEL AND 5-0H IS THE ENGINE SIZE.",GET THE FUCK OUTTA HERE,Y
BCH BUZZ,3,LOVE THE BEACH,BITCH BUZZ?,N
CRISISS,2,MY WIFE IS CALLING THIS CAR MY MID LIFE CRISIS,"PULLED FOR ISIS, HOSTILE",Y
FUZZZZZ,5,MY NICK NAME IS FUZY,POLICE REFERENCE,Y
LMALOSO,2,THATS MY NICK NAME,"MALOSO, HOSTILE",N
OMW2FTP,3,ON MY WAY TO FINDING THE PRINCESS. ITS A ZELDA THING,FTP = FUCK THE POLICE,N
SYNHELL,2,"SO YOU NO HELL, WELCOME TO L.A. TRAFFIC",SIN HELL,N
1BEAN8O,2,NICKNAME AND BIRTH YEAR,18 = GANG NUMBER,Y
16O43K1,6,THIS IS THE NUMBER I HAVE ON MY PLATE. JUST WANTED IT IN BLACK.,LOOK ALIKE,N
77Z7ZZ7,6,NONE,CONFIGURATION,N
8BASIL8,2,NAME BACKWARDS,88 = HATE NUMBER,N
8V833V2,6,"NONE, IT DOESN'T ALLOW ME TO PICK SAME NUMBER PLATE AS THE ONE THAT'S ALREADY ON AUTOMOBILE",LOOK ALIKE,N
4HACKER,2,HACKER IS MY NICK NAME AND IT'S 4 ME,"HACKER, HOSTILE",Y
BENNI B,3,BENNI B,STAND ALONE B,N
CUNTER 1,7D,IT WAS A NAME GIVEN TO MY CAR.,BAD TASTE,N
DATTAZZ,3,NICK NAME FOR THE REAR OF MY CAR,THAT ASS,N
DIDIER C,1,"MY SON""S NAME",SEXUAL?,Y
DISNUTZ,2,NICKNAME,"THESE NUTS, VULGAR",N
DOU DOO,2,NICKNAME LAST NAME,PULLED FOR DOO,N
GUNSHIP,2,VIETNAM ERA ARMED HELICOPTERS WERE REFERED TO AS GUNSHIPS,HOSTILE,N
INFIDIL,7D,UNFAITHFUL,BAD TASTE,N
JEFEZO6,2,BOSSES ZO6,PULLLED FOR JEFE,Y
LOL DTF,3,LOL: LAUGHING OUT LOUD DTF: DAILY TRANSMISSION FLUID,DTF = DOWN TO FUCK,N
M 76O LI,2,MODEL,760 = AREA CODE,N
NEGRRA1,2,MY BLACK TRUCK 1,OFFENSIVE,N
N8 911,5,N8 IS THE ACTUAL PAINT CODE FOR THIS CAR BUT ALSO MY NAME NATE. MODEL IS A PORSCHE 911,PULLED FOR 911,N
O GEE,2,MY DAUGHTERS NAME STARTS WITH A G.,PULLED FOR OG,N
ORNG KTY,1,ORANGE KITTY,COULD HAVE SEXUAL CONNOTATION,N
O 1 G,2,PART OF 01GRAVITY (01G),PULLED FOR OG,N
PBO8 2O9,2,AREA CODE,209 = AREA CODE,N
RF 559,2,ROLLING FENDER 559 IS THE NAME OF MY OWN BUSINESS AND THIS TRUCK IS MY DAILY SO I WANT TO LET THE PEOPLE KNOW MY TRUCK IS DIFFERENT,559 = AREA CODE,N
SAVAG AF,3,STRAIGHT FORWARD AND AWESOME,AF = AS FUCK,N
SHTCREK,3,SMALL TOWN WHERE I MET MY WIFE,SHIT CREEK,N
SIVAR69,1,SALVADORAN,PULLED FOR 69,N
SPC MKNY,1,SPACE MONKEY,PULLED FOR MONKEY,N
ST8KILA,2,THIS IS MY HUSBANDS GAMING NAME FOR PLAY STATION HAS FOR 8 YEARS. THE NAME KNOWN OF TOP GAMERS!,STRAIGHT KILLER,N
TRANIML,2,NICKNAME,OFFENSIVE,N
ZTJ8888,2,8 IS MY LUCK NUMBER,88 = HATE NUMBER,N
1337FTW,3,LEET FOR THE WIN. SOMETHING GEEKS SAY.,FTW = FUCK THE WORLD,N
13 MALHI,2,MALHI STANDS FOR MY LAST NAME AND THE NUMBER 13 IN MY LANGUAGE IS REPRESENTING MY LAST NAME,13 = GANG NUMBER,N
14 81,2,LUCKY NUMBER,14 = GANG NUMBER,N
2D MAFIA,2,2 DOOR JEEPS.,PULLED FOR MAFIA,N
213 LKRS,2,213(LOS ANGELES) LAKERS,213 = AREA CODE,N
5OHYOTE,5,MEANS 5.0 COYOTE THE MOTOR OF MY MUSTANG,PULLED FOR 5O,Y
